edad,ingresos_mensuales,antiguedad_laboral,tipo_empleo,monto_prestamo,plazo_meses,historial_crediticio,num_creditos_activos,deuda_actual,tiene_vivienda_propia,ratio_cuota_ingreso,default
51,4859.0,26,Formal,5169.0,48,Malo,4,1989.0,1,0.022,1
46,6882.0,25,Formal,3537.0,24,Bueno,1,1325.0,0,0.021,1
38,3632.0,16,Formal,8806.0,48,Regular,4,4766.0,1,0.051,1
68,4398.0,27,Informal,8926.0,24,Bueno,1,1335.0,0,0.085,1
46,6348.0,9,Formal,9411.0,48,Bueno,4,8165.0,0,0.031,0
60,6500.0,21,Formal,10003.0,36,Bueno,5,10056.0,1,0.043,0
57,3998.0,20,Independiente,8565.0,48,Bueno,2,2963.0,0,0.045,1
48,3069.0,17,Independiente,6728.0,36,Bueno,5,3652.0,1,0.061,1
64,3982.0,25,Formal,7437.0,36,Bueno,0,6416.0,0,0.052,0
27,4124.0,26,Formal,11107.0,60,Malo,2,5591.0,0,0.045,1
66,3028.0,23,Formal,8389.0,36,Bueno,5,713.0,0,0.077,0
62,3193.0,17,Formal,5499.0,24,Regular,4,1681.0,0,0.072,0
45,6504.0,29,Formal,4670.0,12,Bueno,1,6271.0,1,0.06,0
56,4943.0,16,Formal,7401.0,36,Bueno,3,2351.0,1,0.042,0
46,3725.0,19,Independiente,14258.0,36,Regular,0,3392.0,1,0.106,0
34,2749.0,5,Informal,10088.0,36,Bueno,4,4715.0,0,0.102,1
60,3207.0,9,Formal,14672.0,12,Bueno,0,2616.0,0,0.381,0
33,2155.0,27,Formal,6006.0,12,Malo,3,1015.0,0,0.232,1
36,4458.0,14,Informal,8047.0,48,Bueno,2,1176.0,1,0.038,0
46,3143.0,15,Independiente,8720.0,36,Bueno,3,5098.0,0,0.077,1
62,4589.0,24,Independiente,11387.0,12,Regular,2,1898.0,1,0.207,0
39,5359.0,9,Informal,6011.0,12,Bueno,0,1868.0,0,0.093,1
45,4614.0,7,Independiente,10073.0,24,Regular,3,4577.0,1,0.091,1
23,3557.0,0,Independiente,13820.0,48,Bueno,5,2956.0,1,0.081,0
26,2972.0,6,Formal,6936.0,48,Bueno,3,2063.0,0,0.049,1
23,2604.0,15,Informal,4333.0,36,Bueno,0,2712.0,0,0.046,0
24,6262.0,21,Independiente,14075.0,36,Bueno,0,6418.0,0,0.062,0
63,4540.0,9,Formal,10579.0,48,Regular,1,559.0,0,0.049,0
62,3631.0,13,Independiente,3065.0,24,Malo,1,2712.0,1,0.035,1
61,5095.0,6,Formal,7028.0,24,Regular,0,6612.0,1,0.057,0
23,5881.0,24,Independiente,18363.0,36,Bueno,5,4040.0,0,0.087,1
24,3167.0,15,Formal,9635.0,60,Malo,4,5687.0,0,0.051,1
34,4489.0,4,Independiente,7394.0,36,Regular,4,1902.0,0,0.046,1
48,4523.0,18,Formal,4017.0,36,Bueno,5,4041.0,1,0.025,0
37,6768.0,10,Independiente,4011.0,48,Bueno,5,8210.0,1,0.012,0
44,3613.0,25,Independiente,11007.0,24,Bueno,1,3563.0,0,0.127,0
29,2933.0,8,Formal,4225.0,36,Bueno,0,206.0,1,0.04,0
56,4672.0,25,Formal,8755.0,36,Bueno,4,4320.0,0,0.052,0
36,5252.0,20,Formal,6924.0,60,Bueno,5,9136.0,1,0.022,0
24,4354.0,4,Independiente,8469.0,24,Malo,4,3187.0,0,0.081,1
57,6946.0,22,Informal,6595.0,36,Bueno,5,1453.0,0,0.026,1
65,3609.0,21,Formal,9394.0,60,Bueno,3,138.0,1,0.043,0
21,4394.0,13,Independiente,12081.0,48,Malo,2,3261.0,0,0.057,1
42,2358.0,4,Informal,6657.0,36,Bueno,0,786.0,0,0.078,1
61,2874.0,14,Independiente,11513.0,24,Bueno,4,4318.0,0,0.167,0
55,3174.0,18,Formal,15020.0,24,Bueno,1,5440.0,1,0.197,0
62,3828.0,3,Formal,8715.0,24,Regular,1,6481.0,1,0.095,0
41,2495.0,10,Informal,10855.0,24,Bueno,5,1682.0,0,0.181,1
39,5069.0,21,Formal,3543.0,48,Regular,3,4149.0,1,0.015,0
55,3072.0,16,Formal,6735.0,48,Regular,2,1742.0,0,0.046,1
28,8641.0,29,Independiente,2855.0,48,Regular,4,2007.0,1,0.007,0
32,3112.0,6,Formal,5430.0,24,Malo,4,3132.0,0,0.073,1
50,4228.0,23,Independiente,6784.0,24,Regular,2,1417.0,0,0.067,0
53,4035.0,12,Informal,19224.0,48,Regular,5,431.0,1,0.099,1
26,2786.0,6,Informal,4708.0,24,Bueno,0,4260.0,1,0.07,1
45,3833.0,28,Independiente,7205.0,12,Bueno,2,5509.0,0,0.157,1
38,3816.0,18,Informal,4232.0,24,Bueno,2,6362.0,0,0.046,0
45,5638.0,16,Informal,6467.0,24,Bueno,0,3323.0,0,0.048,1
67,4736.0,8,Informal,9478.0,12,Bueno,4,7423.0,0,0.167,1
24,5041.0,26,Informal,10316.0,24,Regular,0,3615.0,0,0.085,1
69,5592.0,0,Informal,5993.0,48,Bueno,4,733.0,0,0.022,0
43,5071.0,3,Formal,5100.0,12,Regular,4,4179.0,1,0.084,0
58,4475.0,5,Formal,1225.0,36,Bueno,2,4461.0,0,0.008,1
41,3164.0,19,Formal,16080.0,36,Malo,1,2461.0,0,0.141,0
36,4371.0,3,Independiente,5745.0,36,Bueno,5,6180.0,0,0.037,0
58,2950.0,23,Informal,1949.0,36,Regular,4,1868.0,0,0.018,1
54,3940.0,5,Informal,13860.0,12,Regular,0,6532.0,1,0.293,0
28,3754.0,20,Informal,2234.0,12,Bueno,4,501.0,1,0.05,0
55,3841.0,23,Informal,13872.0,36,Regular,0,4981.0,1,0.1,0
57,2504.0,26,Independiente,2891.0,60,Malo,3,4187.0,1,0.019,1
40,1340.0,8,Formal,3246.0,36,Regular,1,1334.0,0,0.067,0
66,3504.0,2,Independiente,3765.0,36,Malo,3,5542.0,0,0.03,1
52,6077.0,22,Formal,5486.0,60,Bueno,4,7568.0,1,0.015,0
37,4205.0,13,Independiente,13945.0,48,Malo,4,110.0,1,0.069,1
21,5910.0,28,Independiente,3835.0,48,Malo,4,7141.0,1,0.014,0
54,2957.0,5,Formal,9463.0,36,Regular,4,3495.0,0,0.089,0
31,3442.0,17,Independiente,8357.0,48,Regular,4,0.0,0,0.051,1
58,8848.0,3,Independiente,7575.0,36,Regular,5,6516.0,1,0.024,1
46,3021.0,14,Independiente,12560.0,36,Bueno,5,211.0,0,0.115,0
43,5005.0,0,Informal,7927.0,48,Regular,4,2640.0,0,0.033,1
29,5002.0,22,Formal,8267.0,36,Bueno,2,8883.0,0,0.046,0
55,4800.0,18,Informal,10803.0,60,Regular,1,8124.0,0,0.038,0
29,5028.0,2,Formal,5593.0,60,Bueno,1,6198.0,0,0.019,0
41,3006.0,14,Formal,7244.0,36,Regular,3,1985.0,1,0.067,0
61,3566.0,12,Formal,8708.0,24,Bueno,3,2545.0,0,0.102,1
66,1465.0,20,Informal,11906.0,48,Bueno,2,101.0,0,0.169,1
69,6855.0,14,Informal,6731.0,24,Bueno,2,4174.0,1,0.041,0
67,5017.0,13,Formal,7174.0,36,Bueno,4,7083.0,0,0.04,0
48,3176.0,24,Independiente,9343.0,12,Regular,3,2969.0,0,0.245,1
30,2968.0,15,Informal,6803.0,48,Bueno,0,2547.0,0,0.048,1
62,6117.0,24,Informal,4775.0,60,Bueno,0,1003.0,0,0.013,0
60,3095.0,26,Formal,10792.0,12,Bueno,1,5120.0,1,0.291,1
69,3172.0,25,Formal,7952.0,48,Bueno,2,1616.0,0,0.052,0
52,2743.0,28,Formal,5840.0,48,Bueno,4,1891.0,1,0.044,1
27,5364.0,20,Informal,3761.0,12,Bueno,2,3193.0,1,0.058,1
45,5878.0,16,Formal,2263.0,24,Regular,2,3478.0,0,0.016,1
42,3762.0,15,Independiente,9607.0,24,Regular,0,4058.0,1,0.106,0
62,5892.0,6,Informal,4710.0,48,Malo,0,6650.0,0,0.017,0
40,4651.0,24,Formal,2784.0,36,Bueno,5,5011.0,1,0.017,0
37,2683.0,20,Independiente,4386.0,12,Bueno,5,331.0,0,0.136,0
24,6664.0,26,Informal,8685.0,24,Bueno,0,11630.0,1,0.054,1
61,2732.0,21,Formal,4684.0,36,Regular,2,3511.0,1,0.048,0
58,3862.0,14,Formal,8782.0,12,Bueno,5,6136.0,0,0.189,1
23,3766.0,8,Formal,5270.0,36,Bueno,4,1082.0,0,0.039,0
42,3525.0,29,Independiente,7219.0,12,Regular,0,5914.0,0,0.171,0
44,1906.0,22,Formal,7574.0,48,Bueno,2,2476.0,0,0.083,0
43,8111.0,26,Formal,10478.0,48,Bueno,5,7310.0,1,0.027,0
66,2000.0,17,Formal,10658.0,48,Regular,1,83.0,1,0.111,0
28,6823.0,15,Independiente,7353.0,24,Regular,3,3109.0,1,0.045,0
36,2932.0,1,Informal,4131.0,36,Bueno,1,4427.0,0,0.039,0
29,3283.0,2,Independiente,13299.0,48,Bueno,1,2241.0,0,0.084,0
32,6566.0,21,Independiente,5771.0,36,Bueno,5,8016.0,0,0.024,0
65,4835.0,6,Informal,1530.0,12,Bueno,1,6360.0,0,0.026,0
67,2387.0,2,Independiente,8507.0,12,Bueno,3,3333.0,1,0.297,0
23,2369.0,23,Independiente,8698.0,36,Bueno,2,1630.0,0,0.102,0
51,4574.0,18,Formal,5904.0,36,Bueno,3,7491.0,0,0.036,0
32,2715.0,3,Formal,2901.0,60,Bueno,4,1428.0,0,0.018,1
30,4919.0,14,Formal,2540.0,48,Regular,3,7403.0,0,0.011,1
35,5105.0,14,Independiente,6158.0,48,Regular,0,3903.0,0,0.025,1
30,3045.0,0,Informal,3895.0,60,Bueno,1,1284.0,1,0.021,0
45,3348.0,18,Formal,11884.0,36,Regular,1,2070.0,1,0.099,0
69,4629.0,11,Formal,6021.0,12,Malo,4,6662.0,1,0.108,0
49,2996.0,26,Informal,5606.0,12,Bueno,4,3316.0,1,0.156,0
56,4207.0,3,Informal,18137.0,48,Regular,0,1035.0,1,0.09,1
45,9063.0,25,Independiente,1676.0,24,Bueno,3,2022.0,1,0.008,1
21,4711.0,0,Formal,7184.0,60,Malo,2,5827.0,0,0.025,1
25,3543.0,22,Independiente,2309.0,12,Bueno,2,1527.0,1,0.054,0
34,8438.0,23,Formal,14051.0,24,Bueno,5,3169.0,0,0.069,0
32,5507.0,12,Independiente,2751.0,48,Malo,0,7430.0,0,0.01,1
62,2739.0,8,Independiente,8891.0,48,Regular,4,1591.0,1,0.068,1
62,2927.0,4,Informal,8203.0,48,Bueno,3,360.0,1,0.058,0
62,2084.0,10,Formal,2280.0,12,Regular,1,1594.0,1,0.091,1
52,4598.0,20,Informal,8928.0,24,Malo,1,4711.0,1,0.081,1
48,1783.0,21,Formal,5257.0,36,Bueno,0,1930.0,1,0.082,0
52,8434.0,5,Formal,9885.0,60,Bueno,3,888.0,0,0.02,0
40,3699.0,0,Informal,5056.0,24,Bueno,3,3020.0,1,0.057,0
53,5635.0,16,Formal,8947.0,36,Malo,1,3647.0,0,0.044,0
59,3577.0,17,Formal,6784.0,12,Bueno,2,2891.0,0,0.158,0
58,4568.0,29,Formal,8932.0,48,Bueno,5,343.0,0,0.041,0
51,3881.0,22,Formal,9785.0,12,Bueno,4,2065.0,0,0.21,0
23,4163.0,16,Formal,6371.0,60,Bueno,3,4822.0,0,0.026,0
56,6290.0,17,Independiente,5785.0,12,Bueno,0,1426.0,1,0.077,0
38,7435.0,19,Formal,9642.0,36,Bueno,3,12837.0,0,0.036,0
57,7209.0,13,Informal,5303.0,48,Bueno,2,12897.0,0,0.015,0
47,11817.0,20,Independiente,6447.0,24,Bueno,5,7667.0,0,0.023,1
64,3116.0,5,Informal,15532.0,24,Bueno,1,3819.0,0,0.208,0
37,4733.0,24,Informal,7226.0,36,Bueno,5,5413.0,0,0.042,1
66,3143.0,25,Independiente,10662.0,36,Bueno,5,946.0,0,0.094,0
62,6191.0,13,Formal,4841.0,48,Regular,4,4326.0,1,0.016,0
37,2787.0,13,Informal,8876.0,36,Bueno,3,4920.0,0,0.088,1
44,6332.0,14,Formal,6543.0,24,Bueno,3,1455.0,0,0.043,0
47,4409.0,24,Formal,5874.0,60,Regular,5,4565.0,1,0.022,0
58,3963.0,5,Independiente,2172.0,24,Regular,5,4274.0,0,0.023,1
54,4132.0,10,Formal,3925.0,36,Regular,4,1246.0,0,0.026,0
62,2607.0,18,Independiente,1995.0,60,Malo,1,2512.0,1,0.013,1
39,2687.0,20,Informal,18780.0,60,Bueno,2,4437.0,0,0.116,0
45,4438.0,8,Independiente,6737.0,24,Bueno,4,924.0,0,0.063,0
42,4427.0,3,Formal,7254.0,24,Bueno,0,1512.0,1,0.068,1
65,3195.0,15,Formal,11710.0,36,Bueno,4,1470.0,1,0.102,0
35,3684.0,19,Formal,8416.0,24,Malo,2,4980.0,1,0.095,1
49,4881.0,22,Formal,5851.0,48,Regular,3,5072.0,1,0.025,0
26,2991.0,0,Independiente,5885.0,36,Regular,5,2711.0,0,0.055,1
62,1996.0,0,Independiente,3740.0,24,Malo,5,2846.0,0,0.078,1
39,6951.0,11,Independiente,9285.0,36,Regular,2,12240.0,1,0.037,0
37,4554.0,16,Independiente,9468.0,36,Bueno,4,1606.0,0,0.058,0
49,3407.0,0,Formal,7304.0,48,Malo,0,4980.0,1,0.045,1
45,3139.0,5,Formal,6639.0,24,Bueno,4,2091.0,0,0.088,0
62,2980.0,12,Independiente,9515.0,12,Bueno,0,783.0,1,0.266,0
47,6181.0,8,Formal,3688.0,24,Bueno,5,2854.0,0,0.025,0
46,2446.0,21,Formal,8668.0,36,Malo,1,1758.0,1,0.098,0
26,4728.0,1,Independiente,16002.0,48,Regular,4,7652.0,0,0.071,1
22,4727.0,26,Formal,4925.0,48,Bueno,3,4071.0,0,0.022,1
40,5401.0,5,Formal,6279.0,60,Malo,1,5972.0,0,0.019,1
69,3528.0,13,Formal,13722.0,36,Bueno,5,211.0,0,0.108,0
65,6721.0,29,Formal,7311.0,48,Regular,1,774.0,0,0.023,0
51,5461.0,19,Independiente,11122.0,24,Bueno,5,9224.0,0,0.085,0
51,3484.0,29,Formal,8949.0,36,Bueno,3,5257.0,1,0.071,0
40,3085.0,0,Informal,9362.0,36,Bueno,2,2719.0,0,0.084,1
29,3885.0,21,Formal,4765.0,48,Malo,1,1401.0,1,0.026,1
21,3441.0,2,Formal,4678.0,48,Malo,0,249.0,0,0.028,0
37,2900.0,18,Formal,10325.0,24,Bueno,4,5091.0,1,0.148,0
36,4200.0,9,Informal,3057.0,48,Bueno,4,43.0,0,0.015,1
30,3693.0,23,Independiente,6442.0,48,Bueno,5,1580.0,0,0.036,1
33,7337.0,3,Independiente,9521.0,60,Regular,5,9032.0,0,0.022,1
22,3439.0,26,Informal,6261.0,36,Bueno,1,5806.0,0,0.051,1
50,3075.0,14,Formal,6676.0,60,Regular,3,648.0,0,0.036,1
66,4099.0,15,Independiente,16054.0,48,Bueno,5,5710.0,0,0.082,0
54,4500.0,17,Independiente,11424.0,36,Bueno,3,2687.0,0,0.071,0
42,4628.0,1,Informal,14629.0,36,Malo,4,5662.0,0,0.088,1
41,4612.0,9,Formal,22880.0,48,Regular,4,802.0,0,0.103,1
36,4151.0,21,Informal,13944.0,48,Bueno,5,6462.0,1,0.07,0
27,4039.0,28,Independiente,5539.0,36,Bueno,2,5142.0,1,0.038,0
50,5116.0,29,Informal,4300.0,60,Bueno,1,8800.0,0,0.014,1
48,2803.0,16,Formal,5583.0,24,Bueno,5,2535.0,0,0.083,0
21,3083.0,7,Formal,9609.0,36,Bueno,2,4926.0,0,0.087,1
41,2220.0,14,Formal,5912.0,24,Regular,1,2159.0,0,0.111,1
34,2820.0,13,Informal,4873.0,36,Bueno,3,2603.0,0,0.048,0
29,5949.0,11,Formal,15602.0,24,Bueno,5,1013.0,0,0.109,0
55,5035.0,10,Independiente,5804.0,24,Bueno,4,7379.0,0,0.048,0
46,7719.0,26,Formal,9199.0,24,Bueno,2,5727.0,1,0.05,0
52,6991.0,11,Formal,9067.0,12,Bueno,5,7551.0,1,0.108,0
55,5051.0,0,Formal,2206.0,12,Malo,0,5916.0,0,0.036,1
69,4323.0,21,Independiente,15085.0,48,Bueno,5,6029.0,0,0.073,1
60,4128.0,19,Formal,3554.0,24,Regular,1,4275.0,1,0.036,0
51,1744.0,11,Informal,2875.0,12,Bueno,1,1946.0,0,0.137,0
64,3959.0,18,Independiente,5431.0,12,Bueno,1,3711.0,0,0.114,0
44,3283.0,28,Informal,4336.0,24,Bueno,2,3628.0,1,0.055,1
69,2866.0,27,Independiente,13794.0,12,Regular,0,2292.0,1,0.401,0
58,4750.0,23,Independiente,8340.0,60,Bueno,4,6638.0,0,0.029,0
52,3783.0,17,Independiente,5145.0,36,Regular,0,5519.0,1,0.038,0
65,4223.0,0,Formal,2809.0,24,Bueno,0,3931.0,1,0.028,1
46,2712.0,15,Independiente,8883.0,36,Regular,0,716.0,0,0.091,1
56,5550.0,24,Informal,6109.0,12,Bueno,5,3731.0,0,0.092,0
34,3433.0,25,Formal,9557.0,48,Bueno,0,5190.0,0,0.058,0
68,4656.0,23,Formal,8370.0,60,Regular,4,7683.0,0,0.03,0
51,3540.0,29,Independiente,4420.0,12,Bueno,3,1702.0,0,0.104,1
59,1630.0,15,Informal,10232.0,24,Bueno,4,2761.0,0,0.262,0
43,4821.0,3,Formal,3308.0,36,Regular,2,2401.0,0,0.019,1
63,3875.0,14,Informal,5960.0,24,Regular,5,6409.0,1,0.064,0
24,2163.0,9,Formal,6427.0,12,Regular,2,3642.0,0,0.248,1
26,2590.0,25,Formal,6930.0,36,Bueno,1,2354.0,0,0.074,0
45,5611.0,23,Informal,3186.0,36,Bueno,5,9600.0,1,0.016,0
56,2202.0,12,Formal,13420.0,24,Bueno,2,2177.0,0,0.254,1
60,3400.0,11,Independiente,4413.0,48,Bueno,0,2319.0,1,0.027,0
42,7986.0,4,Informal,2429.0,12,Bueno,3,11646.0,1,0.025,1
52,4868.0,1,Formal,8518.0,24,Bueno,1,951.0,0,0.073,0
48,5318.0,9,Formal,18635.0,48,Bueno,4,2074.0,1,0.073,0
68,3662.0,7,Informal,2199.0,36,Bueno,0,1406.0,1,0.017,0
53,2094.0,7,Independiente,3902.0,36,Bueno,4,2345.0,0,0.052,1
41,4373.0,29,Informal,11505.0,36,Bueno,4,5580.0,0,0.073,1
68,2657.0,20,Informal,7208.0,36,Bueno,0,4005.0,0,0.075,0
26,2562.0,16,Independiente,3261.0,48,Bueno,3,4150.0,1,0.027,0
69,4186.0,5,Formal,6397.0,36,Regular,3,6593.0,0,0.042,1
28,2727.0,25,Formal,16194.0,36,Bueno,5,3348.0,0,0.165,1
35,4009.0,19,Formal,14210.0,48,Bueno,1,6602.0,1,0.074,1
61,3121.0,15,Formal,25264.0,24,Malo,2,1548.0,1,0.337,1
56,3957.0,13,Informal,10491.0,48,Bueno,2,5166.0,0,0.055,0
68,3318.0,16,Informal,5335.0,24,Bueno,2,458.0,0,0.067,0
57,3998.0,25,Informal,11392.0,36,Regular,5,901.0,1,0.079,1
52,6765.0,21,Informal,4694.0,48,Regular,3,2753.0,1,0.014,1
37,5363.0,14,Formal,6706.0,36,Malo,0,991.0,0,0.035,1
21,3834.0,20,Independiente,4715.0,12,Malo,5,6664.0,0,0.102,1
27,6346.0,27,Formal,10466.0,36,Regular,0,5326.0,0,0.046,0
35,4681.0,9,Independiente,9960.0,48,Bueno,5,7640.0,0,0.044,0
23,6178.0,27,Informal,4957.0,60,Bueno,2,5300.0,1,0.013,0
45,2292.0,18,Informal,12836.0,36,Bueno,4,2887.0,0,0.156,1
59,2738.0,5,Informal,15068.0,12,Bueno,5,1586.0,1,0.459,1
68,4354.0,29,Formal,5365.0,24,Malo,5,7451.0,0,0.051,1
44,3799.0,20,Independiente,8977.0,36,Bueno,0,239.0,0,0.066,0
63,4002.0,11,Formal,15576.0,12,Malo,2,5024.0,0,0.324,1
69,4964.0,6,Independiente,8542.0,48,Bueno,0,8492.0,0,0.036,1
63,4370.0,27,Formal,5967.0,36,Bueno,3,6200.0,0,0.038,0
43,5557.0,24,Informal,6861.0,36,Malo,2,8278.0,0,0.034,1
36,5500.0,1,Formal,5327.0,24,Bueno,5,2962.0,1,0.04,0
68,2786.0,19,Independiente,13053.0,12,Bueno,3,2266.0,1,0.39,0
32,1651.0,3,Informal,12186.0,36,Bueno,2,405.0,0,0.205,1
41,2719.0,8,Formal,20613.0,36,Bueno,0,1842.0,0,0.211,0
24,2655.0,17,Independiente,4626.0,24,Bueno,1,40.0,1,0.073,0
59,4113.0,7,Informal,5140.0,36,Regular,4,5766.0,0,0.035,1
52,4094.0,15,Informal,2903.0,36,Malo,0,7023.0,0,0.02,1
25,3714.0,12,Formal,9648.0,36,Regular,5,4685.0,0,0.072,1
31,4748.0,17,Independiente,3610.0,48,Regular,3,6925.0,0,0.016,1
48,9377.0,24,Formal,20039.0,24,Regular,3,8667.0,1,0.089,0
47,3684.0,4,Formal,4337.0,24,Bueno,2,1271.0,0,0.049,0
60,4421.0,23,Formal,2108.0,48,Regular,0,5736.0,0,0.01,0
34,4001.0,6,Independiente,3528.0,24,Regular,1,2155.0,1,0.037,1
66,3209.0,1,Formal,8396.0,36,Bueno,3,2654.0,1,0.073,0
42,4981.0,13,Independiente,6805.0,48,Bueno,2,8075.0,0,0.028,0
61,3617.0,9,Formal,4283.0,36,Regular,1,2428.0,1,0.033,0
32,2958.0,5,Formal,6614.0,60,Malo,4,1541.0,0,0.037,1
22,3040.0,12,Independiente,5020.0,36,Malo,2,173.0,1,0.046,0
23,5633.0,26,Formal,9519.0,36,Bueno,2,7112.0,1,0.047,0
39,4935.0,17,Formal,3694.0,12,Regular,4,1912.0,0,0.062,0
67,3340.0,21,Formal,7740.0,24,Bueno,0,3844.0,1,0.097,0
23,4719.0,4,Formal,7923.0,36,Malo,0,3114.0,0,0.047,0
39,4019.0,2,Formal,6925.0,24,Regular,1,5698.0,1,0.072,1
26,4450.0,10,Informal,8899.0,36,Malo,0,7128.0,0,0.056,1
66,3178.0,23,Independiente,6572.0,24,Malo,2,1348.0,1,0.086,1
54,2685.0,26,Formal,10404.0,12,Bueno,0,3829.0,0,0.323,0
58,3610.0,3,Formal,6922.0,36,Malo,3,993.0,0,0.053,1
55,2855.0,14,Informal,13367.0,36,Regular,0,724.0,1,0.13,1
53,2777.0,11,Formal,7717.0,24,Bueno,1,2142.0,1,0.116,0
58,2341.0,22,Formal,12910.0,48,Bueno,1,1367.0,0,0.115,1
21,1656.0,6,Formal,5077.0,12,Regular,3,2943.0,0,0.255,1
63,3362.0,14,Independiente,3949.0,12,Bueno,2,4865.0,1,0.098,0
57,6031.0,25,Independiente,10362.0,60,Bueno,4,9664.0,0,0.029,1
57,5459.0,13,Formal,6994.0,60,Regular,4,1336.0,0,0.021,1
40,7159.0,23,Formal,1704.0,36,Bueno,2,9200.0,0,0.007,0
60,2733.0,18,Independiente,4571.0,36,Bueno,0,2973.0,1,0.046,0
39,5102.0,17,Formal,8419.0,48,Regular,5,911.0,0,0.034,1
23,3827.0,7,Formal,6656.0,36,Bueno,2,5467.0,0,0.048,1
65,3042.0,29,Informal,4454.0,12,Regular,3,4675.0,0,0.122,1
32,5767.0,7,Formal,6961.0,12,Bueno,5,9489.0,1,0.101,0
25,3842.0,27,Formal,7608.0,12,Malo,3,6499.0,0,0.165,1
51,1995.0,29,Independiente,2436.0,48,Bueno,3,387.0,0,0.025,0
32,5437.0,15,Independiente,12716.0,36,Regular,2,8633.0,0,0.065,1
63,4598.0,26,Formal,14290.0,24,Regular,4,7824.0,0,0.129,1
42,4200.0,21,Formal,4557.0,24,Malo,1,5222.0,1,0.045,1
21,2535.0,22,Formal,18289.0,12,Bueno,2,839.0,1,0.601,0
67,4383.0,2,Formal,6691.0,48,Bueno,2,3162.0,1,0.032,1
46,6772.0,4,Formal,4861.0,48,Bueno,0,1098.0,0,0.015,1
33,4551.0,2,Formal,4777.0,36,Bueno,1,35.0,0,0.029,0
54,2217.0,0,Formal,17625.0,48,Bueno,1,3672.0,0,0.166,0
46,4680.0,25,Formal,3738.0,24,Regular,0,8191.0,1,0.033,0
22,4568.0,5,Formal,7699.0,36,Bueno,4,7559.0,1,0.047,0
58,5258.0,0,Independiente,8225.0,36,Bueno,4,2404.0,0,0.043,1
40,4521.0,28,Independiente,10400.0,12,Bueno,5,5054.0,1,0.192,0
55,2781.0,8,Informal,7357.0,36,Regular,0,2501.0,0,0.073,1
64,4116.0,24,Independiente,16930.0,48,Regular,2,3675.0,0,0.086,0
50,3633.0,28,Independiente,18681.0,12,Bueno,3,2801.0,0,0.429,0
53,4299.0,15,Formal,14843.0,36,Bueno,2,7283.0,0,0.096,0
33,5847.0,27,Independiente,8679.0,48,Bueno,0,8324.0,0,0.031,1
32,3117.0,29,Independiente,11586.0,48,Regular,2,4751.0,0,0.077,1
41,7584.0,4,Informal,5915.0,36,Regular,0,472.0,1,0.022,0
62,4668.0,4,Informal,12973.0,24,Bueno,0,3461.0,0,0.116,0
46,5449.0,11,Formal,5027.0,48,Bueno,4,5865.0,1,0.019,0
38,5173.0,16,Informal,4115.0,24,Regular,0,6134.0,0,0.033,1
59,4598.0,23,Independiente,4047.0,24,Regular,1,7406.0,1,0.037,1
62,4915.0,5,Independiente,9652.0,12,Bueno,5,1477.0,0,0.164,1
65,1081.0,5,Formal,15806.0,36,Bueno,5,175.0,0,0.406,0
35,5169.0,9,Formal,16496.0,36,Bueno,0,8311.0,0,0.089,1
55,2861.0,8,Informal,1779.0,48,Regular,2,2609.0,1,0.013,1
49,3927.0,28,Formal,11975.0,36,Bueno,2,3811.0,0,0.085,0
42,4586.0,11,Independiente,3953.0,60,Regular,3,7347.0,0,0.014,1
40,5947.0,26,Formal,22689.0,36,Regular,4,8026.0,1,0.106,0
26,2861.0,1,Formal,3224.0,36,Regular,0,3763.0,1,0.031,0
34,3393.0,3,Independiente,2466.0,24,Malo,2,1136.0,1,0.03,0
47,3564.0,24,Independiente,12109.0,24,Bueno,1,3986.0,1,0.142,0
64,4318.0,7,Informal,5710.0,36,Regular,5,3498.0,0,0.037,1
63,3645.0,2,Independiente,5519.0,48,Regular,1,4009.0,1,0.032,1
30,4923.0,17,Independiente,4515.0,24,Regular,0,5101.0,0,0.038,1
54,2023.0,4,Informal,4971.0,36,Bueno,3,96.0,0,0.068,1
25,3812.0,1,Independiente,12401.0,24,Bueno,5,2360.0,0,0.136,1
54,7030.0,12,Independiente,4039.0,36,Malo,4,5793.0,0,0.016,1
37,3649.0,16,Informal,6545.0,24,Bueno,0,3286.0,1,0.075,1
43,4675.0,15,Independiente,3790.0,12,Malo,4,837.0,0,0.068,1
56,5598.0,17,Independiente,7535.0,24,Bueno,1,9054.0,0,0.056,0
41,4618.0,0,Independiente,5466.0,48,Bueno,0,2779.0,1,0.025,0
60,7851.0,8,Independiente,9199.0,48,Malo,3,6916.0,0,0.024,1
47,4152.0,10,Independiente,9874.0,12,Regular,4,4960.0,0,0.198,1
69,5015.0,8,Independiente,15952.0,12,Regular,5,6491.0,0,0.265,0
52,4385.0,16,Independiente,21874.0,36,Bueno,3,2984.0,0,0.139,1
35,6477.0,6,Formal,4790.0,24,Bueno,2,1505.0,0,0.031,1
58,3454.0,18,Formal,10508.0,48,Bueno,3,1289.0,1,0.063,0
40,8103.0,28,Formal,5410.0,36,Regular,1,2407.0,0,0.019,1
47,3146.0,19,Formal,9714.0,48,Bueno,0,1383.0,0,0.064,1
27,7293.0,11,Formal,9486.0,12,Bueno,2,7924.0,0,0.108,0
26,2739.0,13,Formal,9322.0,60,Bueno,1,2641.0,0,0.057,0
49,5075.0,17,Formal,10958.0,48,Malo,0,1540.0,0,0.045,0
